,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.9988538461538461,0.19026,0.15486250000000001,0.2614325,0.13559749999999998,0.17871544715447157,0.023846031746031747,0.4439672364818617,0.27900250000000004,0.22292222222222222,0.0360125034925957,0.00316015625,0.01227078239608802,0.008620000000000001,0.0101025,0.000725,0.0068225,0.0028775,0.0019950000000000002
1,0.02653076923076923,0.9901175000000001,0.367935,0.1272,0.0926375,0.05544715447154472,0.015036507936507935,0.02102851471594798,0.015289999999999998,0.056658730158730165,0.008539047219893825,0.0011744791666666666,0.0,0.0,0.0,8.75e-05,0.0,9.750000000000001e-05,0.0001275
2,0.025425641025641026,0.32647499999999996,0.9950125000000001,0.16005,0.116195,0.07322764227642277,0.020923809523809525,0.023628150239561947,0.01577,0.05997460317460318,0.007390332495110366,0.0010885416666666667,0.0,0.0,0.0,9.25e-05,5e-06,0.00022,0.00018250000000000002
3,0.005517948717948718,0.0510725,0.052582500000000004,0.99375,0.21966249999999998,0.2031869918699187,0.03253333333333333,0.020806707734428474,0.022789999999999998,0.06605238095238095,0.028310980720871754,0.009723958333333333,0.0,0.0,0.0,0.0072025,0.0,0.00042500000000000003,0.0009925
4,0.00906923076923077,0.08095250000000001,0.08688499999999999,0.2223,0.9968925,0.21388346883468834,0.08492063492063492,0.0233145106091718,0.02339,0.10350634920634921,0.042458787370773965,0.012033854166666667,0.0,2.5e-05,5e-06,0.008215,0.0001375,0.0027149999999999995,0.0036275
5,0.00606025641025641,0.0335475,0.0365325,0.1051175,0.2162825,0.9989173441734418,0.2279031746031746,0.03698665297741273,0.0518025,0.1874031746031746,0.31657166806370496,0.14808072916666667,8.149959250203749e-06,9.75e-05,3.5000000000000004e-05,0.08770750000000001,7.500000000000001e-05,0.0005725000000000001,0.0008475
6,0.000873076923076923,0.0145725,0.0166,0.0453675,0.1384775,0.06606639566395664,0.9989142857142856,0.004437029431895962,0.005055,0.027698412698412698,0.07735959765297569,0.09179427083333333,0.0,3.2500000000000004e-05,0.00036750000000000004,0.033604999999999996,0.0008324999999999999,0.0070575,0.008585
7,0.19478205128205128,0.061095,0.063605,0.3323,0.182055,0.4191788617886179,0.07888253968253968,0.9985991067761808,0.677525,0.5478222222222223,0.1605183012014529,0.04946614583333333,0.00469573485465906,0.0036725,0.003115,0.0304075,0.0018525,0.00074,0.0003225
8,0.12703076923076922,0.0397875,0.040795,0.21361750000000002,0.115905,0.34303252032520326,0.07747936507936508,0.6435088518138261,0.99831,0.49683015873015873,0.1640220732048058,0.06286848958333334,0.008124151045911436,0.0137075,0.0102675,0.0468875,0.00556,0.0021425,0.0014925
9,0.04265,0.03288,0.029137499999999997,0.1076,0.10529,0.49637940379403794,0.14818888888888893,0.21657534736481862,0.3272925,0.9983142857142857,0.2686270606314613,0.11153385416666665,0.0005708367291496876,0.0016275,0.0011300000000000001,0.0809125,0.0009,0.0001275,0.000115
10,0.034241025641025644,0.0193575,0.016585,0.036365,0.0437475,0.16084823848238483,0.18231587301587304,0.09487946783025325,0.119375,0.21322539682539682,0.9993500279407656,0.5348802083333334,0.0005093724531377343,0.005129999999999999,0.02162,0.3195925,0.0097725,0.0053549999999999995,0.0034850000000000003
11,0.01149871794871795,0.00212,0.0019,0.0071,0.0150075,0.047279132791327914,0.09979841269841269,0.04113107460643395,0.0537375,0.06577460317460318,0.3931436853869796,0.9987447916666666,0.00017929910350448247,0.012435,0.06029,0.55026,0.0211525,0.0193775,0.013202499999999999
12,0.21457564102564103,0.070665,0.0649725,0.0386325,0.0178375,0.06310027100271003,0.001026984126984127,0.25369980321697466,0.2530575,0.12362857142857142,0.028012014529198104,0.020212239583333336,0.9990057049714751,0.10491,0.11481,0.021904999999999997,0.06255,0.02299,0.0157525
13,0.0020923076923076924,0.0,0.000355,0.0,3.5e-05,0.0021016260162601626,0.00399047619047619,0.007185747775496235,0.013585,0.007384126984126984,0.0058839759709416045,0.011570312499999999,0.037727859277370275,0.9955275,0.33011,0.031490000000000004,0.35472,0.1385825,0.091115
14,0.0007166666666666667,0.0,2.75e-05,1.75e-05,0.00043,0.0011951219512195122,0.013092063492063492,0.003706486995208761,0.00742,0.00442063492063492,0.00986239172953339,0.03641015625,0.011723037218147242,0.0897575,0.9958775000000001,0.09431500000000001,0.35006499999999996,0.25119749999999996,0.17559
15,0.0015051282051282051,0.0004275,0.0002725,0.0011175,0.005515,0.013886178861788617,0.03986190476190476,0.013506160164271048,0.021805,0.02162063492063492,0.11053192232467168,0.3854986979166667,8.353708231458842e-05,0.010780000000000001,0.05865000000000001,0.99699,0.019209999999999998,0.020337499999999998,0.016522500000000002
16,0.00047948717948717947,0.0,1.25e-05,0.0,5e-05,0.00044715447154471545,0.004328571428571428,0.0017253576317590692,0.00368,0.002042857142857143,0.0034251886001676448,0.011985677083333333,0.012680997011681608,0.3682825,0.34429000000000004,0.031102499999999998,0.996885,0.2158225,0.14687
17,8.846153846153847e-05,0.0,0.0,0.0001,0.0006175,0.00028726287262872627,0.013557142857142858,0.0007665982203969884,0.0016925,0.0008507936507936508,0.002380553227158424,0.011260416666666667,0.0019821380059766368,0.2384875,0.24126749999999997,0.0275,0.3478875,0.9976750000000001,0.40347749999999993
18,2.564102564102564e-06,0.0,2.75e-05,0.00015,0.0027,0.00017208672086720868,0.02553015873015873,0.00022073921971252567,0.0008225,0.0005015873015873016,0.002450754400670578,0.01159375,0.0007949606085302908,0.201665,0.20262750000000002,0.02497,0.300085,0.533245,0.9970899999999999
